proper_name,designation,ra_deg_j2000,dec_deg_j2000,hip,vmag
,17Iot And,354.53415,43.268073,116631,4.29
,18    And,354.78474,50.471733,116709,5.35
Errai,35Gam Cep,354.83729999999997,77.632276,116727,3.21
,The Phe,354.866415,-46.637799,116737,6.07
,102Ome1Aqr,354.94611000000003,-14.222178,116758,4.97
,17Iot Psc,354.98766,5.626292,116771,4.13
,19Kap And,355.102035,44.333932,116805,4.15
,Mu  Scl,355.15899,-32.073125,116820,5.3
,103    Aqr,355.39371,-18.027077,116889,5.36
,104    Aqr,355.440855,-17.816533,116901,4.82
,18Lam Psc,355.511685,1.780041,116928,4.49
,105Ome2Aqr,355.680585,-14.544905,116971,4.49
,77    Peg,355.84317000000004,10.331536,117020,5.09
,78    Peg,355.997835,29.361454,117073,4.93
,106    Aqr,356.05032,-18.276938,117089,5.24
,107    Aqr,356.50383,-18.67834,117218,5.28
,20Psi And,356.50851,46.420276,117221,4.97
,19    Psc,356.59798500000005,3.486811,117245,4.95
,5Tau Cas,356.76426,58.651989,117301,4.88
,Sig Phe,356.81664,-50.226461,117315,5.18
,20    Psc,356.98560000000003,-2.761598,117375,5.49
,6    Cas,357.209055,62.214516,117447,5.43
,Del Scl,357.231405,-28.130268,117452,4.59
,21    Psc,357.364485,1.076131,117491,5.77
,79    Peg,357.41412,28.842389,117500,5.95
,80    Peg,357.83853,9.313351,117628,5.77
,108    Aqr,357.838905,-18.909163,117629,5.17
,22    Psc,357.99099,2.930384,117683,5.59
,Gam1Oct,358.02777000000003,-82.018818,117689,5.1
,81Phi Peg,358.12203,19.120287,117718,5.06
,82    Peg,358.15461,10.94732,117730,5.3
,24    Psc,358.231515,-3.155482,117761,5.93
,25    Psc,358.26982499999997,2.090625,117774,6.29
,7Rho Cas,358.59596999999997,57.499382,117863,4.51
Uúba,,358.66737,-37.627924,117883,9.79
,26    Psc,358.782465,7.070972,117927,6.22
,Gam2Oct,359.387385,-82.169804,118114,5.72
,Eta Tuc,359.395905,-64.298231,118121,5.0
,84Psi Peg,359.439705,25.141401,118131,4.63
,1    Cet,359.58843,-15.847484,118178,6.28
,27    Psc,359.66824499999996,-3.555983,118209,4.88
,Pi  Phe,359.732325,-52.745807,118234,5.13
,8Sig Cas,359.75223,55.754928,118243,4.88
,28Ome Psc,359.827875,6.863321,118268,4.03
Axólotl,,359.974275,-22.428113,118319,8.23
,Eps Tuc,359.97891,-65.577132,118322,4.49
p Eridani,,24.945045,-56.19462,,5.8
Castor B,66Alp Gem,113.652405,31.89052,,2.85
Kaewkosin,,119.77623,15.392426,,12.33
Maru,,121.70904000000002,-66.299883,,13.92
Ross 686,,135.210075,5.242018,,12.68
Wolf 359,,164.12226,7.01532,,13.45
Alula Australis,53Xi  UMa,169.54676999999998,31.528783,,4.33
Alula Australis B,53Xi  UMa,169.54676999999998,31.528783,,4.8
,29Gam Vir,190.412565,-1.449235,,3.52
,42Alp Com,197.495835,17.528977,,5.17
,79Zet UMa,200.98494,54.920471,,3.95
,2Eta CrB,230.79945,30.2862,,5.96
Graffias,Xi  Sco,241.09160999999997,-11.374611,,4.84
,Xi  Sco,241.09160999999997,-11.374611,,5.0
,17Sig CrB,243.66898500000002,33.856722,,6.72
Alrakis,21Mu  Dra,256.33071,54.469093,,5.63
Guniibuu B,36    Oph,258.83601,-26.603215,,5.07
Onkaria,,258.82791,4.961607,,14.67
,69Tau Oph,270.76803,-8.181708,,5.24
,Gam CrA,286.60270499999996,-37.06474,,5.0
,78Mu 2Cyg,326.032635,28.743078,,6.09
,53    Aqr,336.64458,-16.742424,,6.21
EZ Aqr,,339.63843,-15.302542,,12.66
Ross 248,,355.475685,44.174924,,12.29
,Eta Car,161.265,-59.68416667,,6.21
